Name,State
MAHAJAN SCIENCE COLLEGE YAVATMAL,Maharashtra
"RISING EDUCATION AND WELFARE SOCIETY,MATRUBHUMI MAHILA MAHAVIDYALAY,SIRSAM TAL DIST HINGOLI    ",Maharashtra
MAHILA MAHAVIDYALAYA KALIMATI TA AMGAON DIST GONDIA    ,Maharashtra
SAU SUREKHA PRAKASH KOLPE AYURVED COLLEGE & RESEARCH CENTRE    ,Maharashtra
NASHIK SHIKSHAN PRASARAK MANDALS ARTS AND  COMMERCE MAHAVIDHYALAYA SINNAR TAL SINNAR DIST NASHIK ,Maharashtra
Bharati Vidyapeeth  College of  Hotel & Tourism Management Studies  C.B.D. Belapur Navi Mumbai,Maharashtra
SWA SHOBHATAI MANIKRAO DESHMUKH MAHAVIDYALAY SULTANPUR    ,Maharashtra
SHRIRAM INSTITUTE OF NURSING B SC PANIV TAL MALSHIRAS DIST SOLAPUR MAHARASHTRA     ,Maharashtra
NANDURBAR TALUKA VIDHAYAK SAMITI SMT VIMALTAI BATESING RAGHUVANSHI COLLEGE OF NURSING     ,Maharashtra
"Dr Davids College of Higher Education, P and T Colony, Nandivali Gandhi Nagar, Dombivli East, Thane",Maharashtra
K T S P M LAW COLLEGE KHOPOLI    ,Maharashtra
"SMT MIRABAI MAHILA ARTS,SCIENCE AND COMMERCE MAHAVIDYALAY , NER MOHADI, TAL AND DIST JALNA     ",Maharashtra
"SARASWATI MAHAVIDYALAY, DEOGAON  DEVGAON DEVLI    ",Maharashtra
YOGESHWARI COLEEGE OF NURSING     ,Maharashtra
VISHWABHARATI ACADEMYS COLLEGE OF COMPUTER SCIENCE AND MANAGEMENT    ,Maharashtra
PROF DR N D PATIL LAW COLLEGE URUN ISLAMPUR TAL WALWA DIST SANGLI    ,Maharashtra
ANDARSUL SHIKSHAN PRASARAK MANDAL MATOSHRI SHANTABAI GOVINDRAO SONAWANE ARTS COMMERCE AND SCIENCE COLLEGE ANDARSUL NASHIK MAHARASHTRA     ,Maharashtra
S R T DEGREE COLLEGE    ,Maharashtra
"ASIAN ACADEMY OF EDUCATION AND RESEARCH ASIAN COLLEGE OF SCIENCE, COMMERCE AND ARTS, VELHE    ",Maharashtra
SINDHU EDUCTATION SOCIETYS INSTITUTE OF TECHNOLOGY AND MANAGEMENT    ,Maharashtra
SHIVCHHATRAPATI MAHILA MAHAVIDYALAY    ,Maharashtra
"LEELAVATI INSTITUTE OF HOTEL MANAGEMENT AND BUSINESS STUDIES, ROHA    ",Maharashtra
"DEVI MAHALAXMI ARTS, SCIENCE AND COMMERCE COLLEGE    ",Maharashtra
PRESIDENCY COLLEGE OF LAW    ,Maharashtra
S M  JOSHI COLLEGE OF PHYSIOTHERAPY RATNAGIRI    ,Maharashtra
"PIMPRI CHINCHWAD EDUCATION TRUST PIMPRI CHINCHWAD COLLEGE OF ARTS,COMMERCE AND SCIENCE    ",Maharashtra
DADASAHEB BALPANDE COLLEGE OF HOTEL MANAGEMENT AND FASHION DESIGN    ,Maharashtra
"MAHATMA GANDHI MISSIONS MEDICAL COLLEGE, NERUL, NAVI MUMBAI    ",Maharashtra
GOVERNMENT MEDICAL COLLEGE AMRAVATI    ,Maharashtra
"Shikshan Prasarak Mandal N  R Bhagat Senior College of Arts, Commerce and Science,  At Nerul, Thane",Maharashtra
SHRI L D AHER COLLEGE OF PHARMACY    ,Maharashtra
VPS COLLEGE OF PHARAMCY    ,Maharashtra
"HIRWAL EDUCATION TRUST, HIRWAL LAW COLLEGE    ",Maharashtra
CHHATRAPATI SHRI SHIVAJI MAHARAJ COLLEGE OF AGRICULTURE     ,Maharashtra
SARASWATI SENIOR COLLEGE MALKAPUR TAL MALKAPUR DIST BULDHANA,Maharashtra
"DR R N LAHOTI COLLEGE OF NURSING, SULTANPUR",Maharashtra
B G Patle College of Education Tiroda,Maharashtra
"MSMGVBS CENTRAL INDIA COLLEGE OF PHARMACY, LONARA, NAGPUR    ",Maharashtra
"GOVERNMENT MEDICAL COLLEGE, JALNA",Maharashtra
"SHRI LAXMANRAO TRYAMBAKRAO NAKADE PHARMACY COLLEGE, DHORJALGAON NE    ",Maharashtra
"K C BAJAJ COLLEGE OF PHARMACY AND RESEARCH, SINDHU EDUCATION SOCIETY CAMPUS, JARIPATKA, NAGPUR",Maharashtra
RASTRIYA ARTS COMMERCE AND SCIENCE MAHAVIDYALAY NAGAD,Maharashtra
SHRI DHANAJI SHELKE COLLEGE OF PHARMACY    ,Maharashtra
DR B B KHALADAKR COLLEGE OF PHARMACY    ,Maharashtra
DR P M PATIL VARISHTHA MAHAVIDYALAY VANGAON TAH SOYGAON DIST CHHATRAPATI SAMBHAJINAGAR,Maharashtra
HON SHRI BABANRAO PACHPUTE VICHARDHARA TRUST PARIKRAMA LAW COLLEGE KASHTI TAL SHRIGONDA DIST AHILYANAGAR,Maharashtra
APPASAHEB ZAGDU DARYAV INDRAJIT ARTS SCIENCE COMMERCE SENIOR COLLEGE PRATAPPUR    ,Maharashtra
"INSTITUTE OF PHARMACY, BADNAPUR    ",Maharashtra
SIDDHANT SOCIAL WORK COLLEGE  AMBAPUR TEL SAKIR DIST DHULE,Maharashtra
DNYANSADHANA PRATISHTHAN EDUCATIONAL INSTITUTION,Maharashtra
GANGABAI BADOLE INSTITUTE OF SCIENCE SAWARI,Maharashtra
SHRI SAMBHAJI COLLEGE OF MANAGEMENT AND TECHNOLOGY,Maharashtra
RAJMATA JIJAU MAHILA MAHAVIDYALAY DONGAON ,Maharashtra
"Smt. Maniben M.P. Shah Women's College of Arts and Commerce,",Maharashtra
GOVERNMENT MEDICAL COLLEGE GADCHIROLI    ,Maharashtra
PARBHANI COLLEGE OF PHYSIOTHERPY ,Maharashtra
KASTURI SHIKSHAN SANSTHA SCHOOL OF LAW,Maharashtra
"Pravara Rural Education Societys Arts, Commerce, Science & BCS College, Ahmednagar",Maharashtra
GOVERNMENT MEDICAL COLLEGE SINDHUDURG ,Maharashtra
"SHRI GYANRAJ VEDANT GURUKULAM, ALANDI, PUNE",Maharashtra
SHRI BALESHWAR SHAIKSHANIK VA KRUSHI VIKAS FOUNDATIONS SHRI SWAMI SAMARTH INSTITUTE OF COMPUTER SCIENCE AND TECHNOLOGY AT MALWADI PO BOTA TAL SANGAMNER DIST AHILYANAGAR  ,Maharashtra
SIDDHI COLLEGE OF MANAGEMENT AND BUSINESS STUDIES,Maharashtra
"PARWE ARTS, COMMERCE AND SCIENCE COLLEGE, BHIWAPUR",Maharashtra
"SHIKSHAN MAHARSHI VAIJANATHRAO AKAT COLLEGE, SATONA",Maharashtra
S D DESHMUKH MAHAVIDYALAYA RAJUR ,Maharashtra
"Rajiv Gandhi College of Engineering, Research and Technology",Maharashtra
KAMAL MAHILA MAHAVIDHYALAY    ,Maharashtra
"Sharda Education Societys Anand Vishwa Gurukul Senior Night College, Raghunath Nagar, Next to Mittal Park, Tin Hat Naka, Wagle Estate, Thane",Maharashtra
RAJASTHAN RELIEF SOCIETY BAJAJ DEGREE COLLEGE OF ARTS COMMERCE AND SCIENCE,Maharashtra
SHINDE INSTITUTE OF PHARMACY AND RESEARCH,Maharashtra
ADV B D HAMBARDE VIDHI MAHAVIDYALAYA ASHTI,Maharashtra
SHRI GULABARAO DEOKAR COLLEGE OF NURSING JALGAON,Maharashtra
"PDEA COLLEGE OF PHARMACY, HADAPSAR",Maharashtra
ADV B D HAMBARDE VIDHI MAHAVIDYALAYA ASHTI,Maharashtra
SHRI WAGHESHWAR GRAMVIKAS PRATISHTHANS PHARATE PATIL MANAGEMENT INSTITUTE ,Maharashtra
MUHAMMAD WAHED HOMOEOPATHY MEDICAL COLLEGE AND RESEARCH CENTRE,Maharashtra
DR AJAY PATIL COLLEGE OF LAW ,Maharashtra
"JSPMS, RAJARSHI SHAHU COMMERCE AND SCIENCE COLLEGE, WAGHOLI, TAL HAVELI, DIST PUNE ",Maharashtra
BHOJRAJJI BHONDEKAR PHYSIOTHERAPY COLLEGE,Maharashtra
CENTRAL INDIA NURSING COLLEGE,Maharashtra
SHIVSHAMBHO INSTITUTE INFORMATION AND TECHNOLOGY JALBHAVI,Maharashtra
"Saptaratna Bahuudheshiya Sevabhavi Sanstha, Shirur, College of Computer Science, Shirur.",Maharashtra
VENKATESHWARA INSTITUTE OF PHYSIOTHERAPY ,Maharashtra
"GOVERNMENT MEDICAL COLLEGE, AMBERNATH  WEST,  DIST THANE",Maharashtra
SHANKARRAO DESHMUKH SENIOR COLLEGE BARAD TA MUDKHED DIST NANDED,Maharashtra
NARAYANI WOMEN COLLEGE KORCHI,Maharashtra
COLLEGE OF NURSING MURSHADPUR GANGAINAGAR ASHTI,Maharashtra
"ARTS COMMERCE AND SCIENCE COLLEGE, KONDHALI",Maharashtra
"SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL, ASHOKRAO MANE COLLEGE OF NURSING, VATHAR TARF VADGAON, TAL HATKANAGALE, DIST  KOLHAPUR",Maharashtra
"SAI HOMOEOPATHY MEDICAL COLLEGE, SASURE VAIRAG",Maharashtra
"VRTS MADHAVBAUG INSTITUTE OF PREVENTIVE CARDIOLOGY,KHOPOLI",Maharashtra
National Defence Academy,Maharashtra
HIND SEVA PARISHADS PUBLIC LAW COLLEGE,Maharashtra
"ANJANEY WELFARE AND EDUCATION SOCIETYS SHRIRAM ARTS, COMMERCE AND SCIENCE COLLEGE ",Maharashtra
MADHUBAN MAHAVIDYALAYA ARTS COMMERCE & SCIENCE TEMBRUSONDA TQ CHIKHALDARA DIST AMRAVATI,Maharashtra
PANDURANG BANPURKAR MAHAVIDYALAYA DHANORA,Maharashtra
LATE VINAYAKRAOJI DESHMUKH ARTS COMMERCE AND SCIENCES COLLEGE KATA TQ DIST WASHIM,Maharashtra
"RENUKADEVI MAHAVIDYALAY, KINWAT",Maharashtra
"MATOSHRI COLLEGE OF NURSING,DHANORE ",Maharashtra
RASHTRAMATA JIJAU MAHILA MAHAVIDYALYA  INCHA PALSHI ROAD HINGOLI ,Maharashtra
"SANTOSHIMATA COLLEGE OF NURSING,PANHALSATHE",Maharashtra
SAU PARVATABAI TUKARAM PATIL COLLEGE KHEDI BK TAL DIST JALGAON,Maharashtra
"SWAMI VIVEKANAND MAHILA MAHAVIDYALAY, YANOLI",Maharashtra
"GLOBAL VISION ARTS, COMMERCE AND SCIENCE COLLEGE",Maharashtra
K K MAHAVIDYALAY KOSAMTONDI TAH SADAK ARJUNI DIST GONDIA,Maharashtra
LATE DEVRAO DIGAMER VARAT COLLEGE OF PHARMACY SAKAT ,Maharashtra
LATE V C V SUBBAREDDY DEGREE COLLEGE NANDAFATA,Maharashtra
"HON. BHAGYALAXMI T BAVISKAR INSTITUTE OF MANAGEMENT RESEARCH AND DEVELOPMENT, DAHIWAD, SHIPRUR",Maharashtra
ADITYA INSTITUTE OF PHARMACY CHALISGAON,Maharashtra
"Sonajirao Kshirsagar Homoeopathy College, Beed",Maharashtra
"COLLEGE OF AGRICULTURE, HATTA TQ VASMAT DIST HINGOLI",Maharashtra
TRIMURTI GRAMIN PHARMACY COLLEGE,Maharashtra
"SHRI VIVEKANANDJI MESHRAM MAHAVIDYALAYA, DAWANIWADA",Maharashtra
JIJAU INSTITUTE OF ENGINEERING TECHNOLOGY AND MANAGEMENT,Maharashtra
SRUJAN FOUNDATIONS G D BURKULE INSTITUTE OF RESEARCH AND EDUCATION IN PHARMACEUTICAL SCIENCES,Maharashtra
"SHRI SAI INSTITUTE OF NURSING AND MEDICAL SCIENCE, WAKADI",Maharashtra
SMT. RADHIKABAI MEGHE MEMORIAL COLLEGE OF NURSING,Maharashtra
TIRUPATI ARTS COMMERCE SCIENCE COLLEGE WASHIM,Maharashtra
Vasantdada Patil Ayurvedc Medical College and Institute of Yoga Sangli,Maharashtra
UJJWAL PRAKASH ARTS COMMERCE AND SCIENCE COLLEGE WAGHDARDI TAL CHANDWAD DIST NASHIK,Maharashtra
"BHARATRATNA DR APJ ABDUL KALAM COLLEGE FOR UG AND PG COURSES WITH MILLENNIUM SKILLS INNOVATION INCUBATION AND RESEARCH, RAHATGAON, AMRAVATI",Maharashtra
DR BHANUDAS DERE COLLEGE OF PHARMACY,Maharashtra
AAROGYA SAMPADA COLLEGE OF PHARMACY,Maharashtra
"SAMAJBHUSHAN EKNATHRAO DHAKANE COLLEGE OF ENGINEERING, SHEVGAON",Maharashtra
TAKSHSHILA MAHAVIDYALAY,Maharashtra
ADSUL COMPUTER AND MANAGEMENT INSTITUTE,Maharashtra
"SANTOSHIMATA BAHUUDESHIYA SHAIKSHANIK SEVA SANTHA (SBSS) A.L.D. ARTS, COMMERCE AND SCIENCE COLLEGE, NANDGAON, YEOLA, NASHIK",Maharashtra
"BHAGWAN MAHAVIDYALAYA, SHEWADI",Maharashtra
SUSHGANGA INSTITUTE OF MANAGEMENT ,Maharashtra
"NIRMITI DEGREE COLLEGE OF ARTS, COMMERCE AND SCIENCE",Maharashtra
DALIT MITRA KADAM GURUJI COLLEGE OF PHARMACY MANGALWEDHA,Maharashtra
JAMIA INSTITUTE OF TECHNOLOGY,Maharashtra
ISMAIL MEHTA COLLEGE OF PHARMACY,Maharashtra
"MKD COLLEGE OF NURSING, VIRCHAK",Maharashtra
"BALASAHEB DESAI COLLEGE OF PHARMACY,PAL",Maharashtra
"SDMVM College of Agriculture, Georai Tanda, Paithan Road",Maharashtra
"College of Agriculture, Khandala, Tal. Vaijapur",Maharashtra
ADSUL ARTS COMMERCE AND SCIENCE COLLEGE,Maharashtra
"GENESIS COLLEGE OF NURSING, RADHANAGARI",Maharashtra
MATOSHRI ARTS SCIENCE AND COMPUTER SCIENCE COLLEGE DHANORE,Maharashtra
R. S. GUNJAL COLLEGE OF B.SC. NURSING,Maharashtra
SSPMS Arts Commerce Science Sr College Dhanora Tq-Ashti Dist - Beed,Maharashtra
THAKUR SHREE DPS COLLEGE OF ENGINEERING AND MANAGEMENT ,Maharashtra
SAKESHWAR GRAMIN VIKAS SEVA SANTHS ADSUL LAW COLLEGE ,Maharashtra
BHANDUP EDUCATIONAL SOCIETY P A MENON COLLEGE OF LEGAL STUDIES,Maharashtra
JIJAMATA COLLEGE OF PBBSC NURSING MALEGAON,Maharashtra
SANKALP PRATISHTHANS SANKALP COLLEGE OF LAW,Maharashtra
LOKNETE DR SHIVAJIRAO SHENDGE BSC NURSING COLLEGE ,Maharashtra
"SHRI ANGARSIDDHA SHIKSHAN PRASARAK MANDAL'S DIPLOMA IN PHARMACY INSTITUTE, SANGULWADI, TAL-VAIBHAVWADI",Maharashtra
SHRI GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDAL DNYANVILAS COLLEGE OF ENGINEERING,Maharashtra
"PVGs College of Engineering ,Technology and Management",Maharashtra
"Jahnvis Multi Foundation's Vande Mataram Degree College of Arts, Commerce & Science, JMF Sanskriti Vihar, Dr. Namade Road, Telcos Wadi, Old Dombivli, Kopar, Cross Road, Near Diva-Vasai Railway Route, Dombivli (West)",Maharashtra
DR SUBHASHRAO DHAKNE COLLEGE OF COMPUTER SCIENCE AND DATA SCIENCE,Maharashtra
Mohini Murari Shikshan Sanstha  Mohini Murari Mayekar Arts & Commerce College  At Post  Malgund Chafe Tal & Dist  Ratnagiri,Maharashtra
"P. R. POTE PATIL COLLEGE OF ENGINEERING AND MANAGEMENT, AMRAVATI",Maharashtra
SAU VANDANA NANDKUMAR TASGAONKAR SCHOOL OF GNM,Maharashtra
"SHRI SHIVAJIRAO NAGAWADE LAW COLLEGE, SHRIGONDA",Maharashtra
NATIONAL FIRE SERVICE COLLEGE,Maharashtra
MAEERS MAHARASHTRA INSTITUTE OF TECHNOLOGY THANE,Maharashtra
SBS INSTITUTE OF HOTEL AND TOURISM MANAGEMENT,Maharashtra
"DNYAN BHARATI SOCIETYS SAU. SITABAI RAMKRUSHNA KARANDIKAR SENIOR COLLEGE OF COMMERCE & LATE MEHERNOSH BOMAN BURJOR IRANI COLLEGE OF ARTS, VADKUN, DAHANU ROAD, DIST PALGHAR",Maharashtra
RAMAI MAHILA  MAHAVIDYALAYA,Maharashtra
VALMIKRAO DALVI ARTS COMMERCE AND SCIENCE SR COLLEGE CHHATRAPATI SAMBHAJINAGAR,Maharashtra
"D. B. COLLEGE OF PHARMACY AND RESEARCH, LATUR",Maharashtra
"KAL DR SUBHASHRAO DHAKNE BAHUUDDESHIYA SEVABHAVI SANSTHA, DR SUBHASHRAO DHAKNE LAW COLLEGE ROHANWADI TQ DIST JALNA",Maharashtra
"SHETKARI SHIKSHAN PRASARAK MANDAL MAHESH INSTITUTE OF ENGINEERING AND TECHNOLOGY,ASHTI TAL ASHTI DIST BEED",Maharashtra
BABAN DADA PATIL COLLEGE OF PHYSIOTHERAPY ,Maharashtra
"SOMAYYA INSTITUTE OF NURSING , BHADRAWATI",Maharashtra
"TRIMURTI SHIKSHAN PRASARAK MANDALS  SHILPKAR LAW COLLEGE, LONIKAND RAMNAGAR, WAGHOLI,  TAL HAVELI, DIST PUNE  ",Maharashtra
AMRUTVAHINI SHETI & SHIKSHAN VIKAS SANSTHA`S AMRUTWAHINI INSTITUTE OF PHARMACY SANGAMNER AHILYANAGAR,Maharashtra
"SAHYADRI COLLEGE OF AGRICULTURAL ENGINEERING, YESHWANTNAGAR",Maharashtra
TATYASAHEB KORE COLLEGE OF ARCHITECTURE WARANANAGAR,Maharashtra
PRIYADARSHINI SHAIKSHANIK  SAMAJIK VIKAS MANDALS JAYVANT HARCHANDRA LOKHANDE LAW COLLEGE,Maharashtra
"OAK MAHILA MAHAVIDYALAYA , NACHANGAON , TA DEOLI, DIST WARDHA",Maharashtra
"NAVSAHYADRI EDUCATION SOCIETY NAVSAHYADRI SENIOR COLLEGE, AT NAYGAON, TAL BHOR, DIST PUNE",Maharashtra
"BHAUSAHEB PHUNDKAR GOVERNMENT AGRICULTURE COLLEGE, BULDHANA",Maharashtra
ADITYA EDUCATIONAL FOUNDATIONS JADHAVAR COLLEGE OF LAW ,Maharashtra
"Abhinav Education Societys College of Pharmacy, Pune",Maharashtra
VARDHAMAAN MAHAVIR COLLEGE OF NURSING,Maharashtra
MODERN COLLEGE OF BCA SONAI    ,Maharashtra
"Millennium Arts Commerce Science College, Nagpur",Maharashtra
Bhiwandi Womens College of Arts and Commerce,Maharashtra
SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF INSTITUTIONS,Maharashtra
"COLLEGE OF AGRICULTURE, PAL GARGOTI",Maharashtra
"Jupiter Ayurved Medical College, Nagpur",Maharashtra
MANAVATA INSTITUTE OF NURSING,Maharashtra
"Savitribai Phule Mahila Shikshan Prasarak Mandal's Gurukul College of Computer Science Gurukul Nagar, Beed.",Maharashtra
School of Pharmacy & Technology Management and Mukesh Patel School of Technology Management and Engineering- Shirpur Campus,Maharashtra
UM DAE CENTRE FOR EXCELLENCE IN BASIC SCIENCES,Maharashtra
"JAYAWANT SHIKSHAN PRASARAK MANDALS RAJARSHI SHAHU COMMERCE AND SCIENCE COLLEGE URULI DEVACHI, TAL HAVELI, DIST PUNE ",Maharashtra
KAMAL MAHILA MAHAVIDYALAY ,Maharashtra
"Prof. Subhash Phatak Sir Charitabal Trust's, Arts, Commerce & Science College, Oros,Vidya Bhavan, Maharashtra Shikshan Parishad Kharyewadi, Sindhudurg Nagari, Oros, Tal-Kudal,  Dist-Sindhudurg",Maharashtra
NATIONAL BSC NURSING COLLEGE SILLOD,Maharashtra
SMT SUMITRABAI MAHAVIDYALAY ANVA,Maharashtra
"PARWE COLLEGE OF NURSING, BHIWAPUR",Maharashtra
NAVJEEVAN EDUCATION SOCIETYS COLLEGE OF ENGINEERING,Maharashtra
SANTOSH EDUCATION SOCIETYS SANTOSH LAW COLLEGE,Maharashtra
"GOVERNMENT COLLEGE OF NURSING, MIRAJ",Maharashtra
MARTIME TRAINING INSTITUTE,Maharashtra
RAJAMATA AHILYA ARTS COMMERCE SCIENCE MAHILA SENIOR COLLEGE ROHILGADH,Maharashtra
"SHABDASAHYADRI SAMAJKARY MAHAVIDYALAY, PARBHANI",Maharashtra
SOMAYYA AYURVED MEDICAL COLLEGE AND HOSPITAL,Maharashtra
MATRUBHUMI MAHAVIDYALAY,Maharashtra
"DR S P PATIL NURSING COLLEGE, POST KOROCHI",Maharashtra
SINGAM COLLEGE OF NURSING SOLAPUR ,Maharashtra
"Kasturi Education Sanstha's College of Pharmacy, Shikrapur, Tal.Shirur Dist Pune",Maharashtra
ESIC MEDICAL COLLEGE AND HOSPITAL ANDHERI EAST MUMBAI ,Maharashtra
SATPUDA WOMANS COLLEGE MOLGI,Maharashtra
DIVYANSH B A PRASHASKIYA MAHAVIDYALAYA PAHELA,Maharashtra
MANGALDEEP MAHAVIDYALAY,Maharashtra
SWA ANURADHA DHOBLE LAW COLLEGE,Maharashtra
"AAI SHAKUNTALA MAHILA MAHAVIDYALAYA, SAKOLI",Maharashtra
"GIRIRAJ NURSING COLLEGE, BARAMATI, PUNE",Maharashtra
SVERI LAW COLLEGE,Maharashtra
AAISHEB MALTIBAI CHITRAKATHI BCA COLLEGE,Maharashtra
"SHRI AMOLAK JAIN VIDYA PRASARAK MANDAL, AMOLAK COLLEGE OF ENGINEERING KADA",Maharashtra
"AAISAHEB MALTIBAI CHITRAKATHI ARTS AND SCIENCE SENIOR COLLEGE, KHAPAR",Maharashtra
"DADASAHEB MOKASHI COLLEGE OF AGRICULTURAL ENGINEERING AND TECHNOLOGY, RAJMACHI",Maharashtra
"College Of Agril. Engineering And Technology.sangulwadi,Tal Vaibhavwadi",Maharashtra
"College Of Agril. Bio-Technology ,Sangulwadi Tal ,Vaibhavwadi",Maharashtra
"College Of Food Technology ,Vaibhavwadi",Maharashtra
"College of Horticulture, sangulwadi Tal ,Vaibhavwadi",Maharashtra
"College of Agricultural Biotechnology, Achloli, Mahad",Maharashtra
"School of Physiotherapy, Sangli",Maharashtra
"M.V.P Samaj's Institute of Nursing Education, Vasantdada Nagar, Adgaon, Nashik",Maharashtra
"Smt Binzani Mahila Mahavidyalaya, Mahal, Nagpur",Maharashtra
"College of Agriculture, Bhanashiware",Maharashtra
G T Sanskrit Mahavidyalaya,Maharashtra
"P G M M Lonis B.Sc. Home Science and BCA Womens College, Kopargaon",Maharashtra
"Marwadi Sammelan, Sitaram Deora Institute of Management Studies",Maharashtra
"ADITYA COLLEGE OF MBA, BEED.",Maharashtra
"Late Shewantadevi Motghare Mahila Mahavidyalaya, Koregaon",Maharashtra
"Late Khatija College of Education B.Ed. English Medium, Kausa-Mumbra",Maharashtra
"ADARSH INSTITUTE OF PHARMACY, NAGPUR ",Maharashtra
"AAKAR COLLEGE OF MANAGEMENT FOR WOMENS, HINGNA, NAGPUR",Maharashtra
"Anuradha College of Nursing, Chikhli",Maharashtra
"SHARADCHANDRA PAWAR COLLEGE OF ATRS, COMMERCE AND SCIENCE",Maharashtra
"K.J's Educational Institute's Trinity College of Engineering and Research, Pisoli, Pune 411048",Maharashtra
"Raireshwar Dongari Vikas Parishad's Adhyapak Mahavidyalaya, Dhankawadi, Pune 411043.",Maharashtra
"J.M.PATEL Arts, Commerce & Science College, Bhandara",Maharashtra
Pimpri Chinchwad Education Trust S.B Patil College of Architecture and Design,Maharashtra
"DANG SEVA MANDAL ARTS AND COMMERCE COLLEGE, UMBARTHAN",Maharashtra
"ABDUL SAMAD COLLEGE OF EDUCATION (B.Ed), KANJHARA TQ. KHAMGAON",Maharashtra
"RASHTRIYA SHARIRIK SHIKSHAN MAHAVIDYALAY, VISAPUR, TAL. BALLARPUR, DIST. CHANDRAPUR",Maharashtra
"College Of Nursing, Sir J J Group of Hospitals Byculla Mumbai-08 (BSc Nursing)",Maharashtra
"Vikas Pratisthan's Late Tukaram Dhondiba Pathare Arts, Commerce & Science College, Chandannagar, Pune - 14",Maharashtra
"Rizvi Institute of Management Studies & Research New Rizvi Education Complex, Off Carter Road, Bandra (West), Mumbai - 400 050",Maharashtra
"Aditya Dental College,Bid",Maharashtra
"Shri Saibaba College of Physical Education, Gadchiroli",Maharashtra
Umang Geetai College of Womens Education,Maharashtra
KARMAVEER TATYASAHEB HARI RAOJI PATIL ARTS COLLEGE KOLGAON,Maharashtra
Amruta Vaishnavi Education and Welfare Trust's Shatabdi Institute of Engineering and Research ,Maharashtra
Finolex Academy of Management & Technology,Maharashtra
"ANANTRAO PAWAR COLLEGE OF ARCHITECTURE, PARVATI",Maharashtra
"SAHYADRI SHIKSHAN SANSTHAS SAHYADRI INSTITUTE OF MANAGEMENT AND RESEARCH, SAWARDE, CHIPLUN",Maharashtra
"PRAVARA MEDICAL TRUST'S ARTS, COMMERCE AND SCIENCE COLLEGE, SHEVGAON",Maharashtra
SHRI GURUDEO ADIVASI SHIKSHAN PRASARAK MANDAL'S KIRSAN'S MISSION INSTITUTE OF MANAGEMENT,Maharashtra
"200121-STREE SHIKSHAN SANSTHA'S SUNDARBAI MAGANLAL BIYANI LAW COLLEGE, DHULE",Maharashtra
BOMBAY BUNTS ASSOCIATIONS BUNTS COLLEGE OF HIGHER EDUCATION (NIGHT COLLEGE),Maharashtra
"SHRI GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDALs SHARADCHANDRA PAWAR INSTITUTE OF MANAGEMENT, DUMBERWADI, KHAMUNDI, JUNNAR",Maharashtra
"PIMPRI CHINCHWAD EDUCATION TRUST'S PIMPRI CHINCHWAD COLLEGE OF ENGINEERING AND RESEARCH, LAXMINAGAR, RAVET",Maharashtra
SAS INSTITUTE OF MANAGEMENT STUDIES,Maharashtra
ADARSH EDUCATION COLLEGE,Maharashtra
"SHIVAJI SHIKSHAN SANSTHAs SCIENCE AND COMMERCE COLLEGE, (NIGHT) PANT NAGAR",Maharashtra
SUNITATAI EKNATHRAO DHAKANE COLLEGE OF MANAGEMENT SHEVGAON,Maharashtra
"COLLEGE OF AGRICULTURE,KHIRDI TAH KORPANA, DIST CHANDRAPUR",Maharashtra
"Bhai Tukaram Kolekar College, Nesari, Tal. Gadhinglaj, Dist. Kolhapur",Maharashtra
H R College of Commerce & Economics 123  Dinshaw Wachha Road  Churchgate  Mumbai  400 020,Maharashtra
National Kannada Education Society's N K E S College of Arts Commerce and Science,Maharashtra
"Nagpur Sharirik Shikshan Mahavidyalaya, Nagpur",Maharashtra
"K.K.Wagh Education Societys K.K.Wagh Arts,Commerce,Science & Computer Science College, Kakasahebnagar, Tal.Niphad, Dist.Nashik 422308",Maharashtra
"DR N K R SHIROLE COLLEGE OF PHARMACY, TOLI, ERANDOL, DIST JALGAON",Maharashtra
"SHRI BHAIRAVNATH NISARG MANDALS D. PHARMACY COLLEGE, ALANI- DHARASHIV",Maharashtra
"Dayanand Education Society's Dayanand College of Pharmacy, Latur",Maharashtra
"Dr. D. Y. Patil Educational Enterprises Charitable Trust`s  Ajeenkya DY Patil School of Engineering, PUNE",Maharashtra
"MAULI PRASHASKIY SEVA VARISHTHA MAHAVIDYALAY, ROHANWADI DIST JALNA",Maharashtra
Vishnu Waman Thakur Charitable Trust s VIVA Institute of Management & Research,Maharashtra
"Dr, Sharadchandra Pawar College of Agriculture, Baramati, Dist Pune",Maharashtra
"PATALDHAMAL WADHWANI COLLEGE OF PHARMACY, YAVATMAL",Maharashtra
"DR R N LAHOTI HOMOEOPATHY MEDICAL COLLEGE, HOSPITAL AND RESEARCH CENTER ",Maharashtra
"Institute of Management and Entrepreneurship Development, Pune",Maharashtra
"V.K.Krishna Menon College of Commerce & Economics and Sharad Shankar Dighe College of Science and P. A. Menon College of Management, Bhandup - (E), Mumbai - 400042.",Maharashtra
WELLNESS COLLEGE OF PHYSIOTHERAPHY OSMANABAD,Maharashtra
"Kohinoor Arts, Commerce and Science College, Khultabad, Tq. Khultabad, Dist. Aurangabad",Maharashtra
